Start,End,Date Time,Survey Location,Include National,,Community,Rurality,Expert Type,Expert Type.other,Gender,Expert Title,Name of Organization,Type.Human Rights,Type.Sexual and Gender Based Violence,Type.Health and Reproductive Rights,Type.Land,Type.Economic and Financial Services,Type.Agriculture,Type.Education,Type.Local Community Participation,Type.Other,Type.NA,Type.Describe Other,WInfo.To be Treated Equally with All Others,Winfo.To be Free from Violence,WInfo.To be able to Join Groups,Winfo.Right to go Court if any Rights are Violated,Winfo.Right to Education,Winfo.Right_ to Own Property,Winfo.Right to Information,Winfo.Right to Work under Reasonable Hours,"Seminal:Same F,E,RoS as men?",Seminal.Explain,Women Interested in Information,Women Interested in Information.why,Women Interested National Gov,Women Interested National Gov.why,Women Interested Local Gov,Women Interested Local Gov.why,Info.National Government Office,Info.Local Government Office,Info.Local/Community NGOs,Info.Educational Institutions,Info.Places of Worship/Religious,Info.Traditional Leaders,Info.Village Elders,Info.Husband,Info.Other Family Members,Info.Friends,Info.Radio,Info.Television,Info.Newspaper,Info.Town Crier,Info.Internet/Cell Phone,Info.Other,Info.OtherExplain,Issue.Don't Know Where to Ask,Issue.Fear of Asking,Issue.Domestic Duties,Issue.Getting to Public Offices (Distance),Issue.Family Nonsupportive,Issue.Confidence,Issue.Mindset of Gov Offical,Issue.Illiteracy,Issue.Women Ignored in Public,Issue.Language,Issue.Culturally Not Allowed,Issue.Safety Concerns,Issue.Information not Important to Women,Issue.Women Not Allowed in Public,Issue.Other,Issue.Other Explain ,Original Barrier 1,Barrier 1,Original Barrier 2,Barrier 2,Original Barrier 3,Barrier 3,Possible Solutions,"Consequence of less awareness for women
",How Important.Rights,Rights.Freedom from Violence,Rights./Property Ownership/Land Rights,Rights.How the Justice System Works,Rights.Labor Law/Rights,Rights.Public Participation,Rights.Education,Rights.Marital.Family Rights,Rights.Health and Reproductive Rights,Rights.Freedom of Expression,Rights.Right to Information,Rights.Social Services,Rights.Anti-Discrimination,Rights.Please Explain,How important.Econ,Econ.Access to Banks,Econ.Vocational Training,Econ.Technology Training,Econ.Educational Opportunities,Econ.Job Opportunities,Econ.Land/Property Ownership,Econ.Scholarships,Econ.How to Start a Buisness,Econ.How to Get a Trade License,Econ.Social Development Funds,Econ.Please Explain,Original Most Important,Most Important,Original Second Most Important,Second Most Important,Original Third Most Important,Third Most Important,Anything Else,Enumerator Notes,Other Thoughts,__version__,meta/instanceID,_id,_uuid,_submission_time,_date_modified,_tags
2023-01-31T14:12:42.186Z,2023-02-13T16:45:24.617Z,2023-01-31T17:55:00.000Z,Western Area,1,0.600766235,Newton,Rural,Government Official,n/a,Female,Extension Officer,Ministry of Agriculture forestry and food security ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,n/a,Very,Very,Very,Very,Very,Very,Very,Very,No,Women sometimes don't consecrate or they see information not important,Yes,n/a,Yes,n/a,Yes,n/a,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,n/a,Not a Barrier,Small Barrier,Large Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Large Barrier,Small Barrier,None,Yes ,Illiteracy,Illiteracy,Domestic duties children Care,Domestic Duties,"Getting to public offices (mobility cost, distance and safety)",Getting to Public Offices (Distance),Capacity building for women how to access information on their rights and economic empowerment,Women will not be able to act on their rights and use the law if not aware able to access information,Very Important,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,This will help them to promote and protect their rights,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,It's improve their economic empowerment and make them become self reliance,Vocational training and skills training,Vocational Training,Educational opportunities,Education,How to start a business SME,How to Start a Buisness,No,This interview take us long because people are coming in and out of the office for information,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:cabe5b5a-119e-4df6-85d1-ad423e0b2008,109328999,cabe5b5a-119e-4df6-85d1-ad423e0b2008,2023-02-15T12:35:39,2023-02-15T12:35:39,
2023-02-01T13:26:14.757Z,2023-02-13T16:17:33.473Z,2023-02-01T14:06:00.000Z,Western Area,1,0.481920677,Wilson Street/ Waterloo ,Rural,NGO/International Community,n/a,Female,Project Officer,Save the Children,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,Very,Very,Very,Very,Very,Very,Very,Very,No,Some offices prefer Men than women,Yes,n/a,Yes,n/a,Yes,n/a,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,n/a,Small Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,n/a,Yes,Confidence to ask Government officials ,Confidence,Illiteracy,Illiteracy,Culture,Culturally Not Allowed,Awareness raising on the right of women through Radio programs and adult literacy ,"1. Increase the level of violence
2. The level of impunity increase
3. Inequality",Very Important,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Free them from violence and they will feel secured,Very Important,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,It will promote their financial independence,Vocational training and skills training,Vocational Training,Educational opportunities,Education,Job opportunities,Job Opportunities,More civic education for women,n/a,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:c43010b7-6523-4323-92cb-f661ab25656d,109329007,c43010b7-6523-4323-92cb-f661ab25656d,2023-02-15T12:35:40,2023-02-15T12:35:40,
2023-02-07T13:59:22.367Z,2023-02-13T16:11:08.553Z,2023-02-07T15:00:00.000Z,Western Area,1,0.854452769,Waterloo,Rural,Government Official,n/a,Male,Lead Paralegal,Legal Aid,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,Very,Very,Somewhat,Very,Somewhat,Very,Very,Very,Yes,Women should be treat be equally,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,Large Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,No,Yes,Illiteracy,Illiteracy,Confidence to ask Government officials ,Confidence,Getting to public offices mobility cost distance and safety,Getting to Public Offices (Distance),"1.More Sensitiation to open up the minds women to access information.
2. Build their economy status",Their rights will be always violated,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"They are fundamental Human Right, women should be treated equally ",Very Important,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Enable them to become self reliance and industrious,Vocational training and skills training,Vocational Training,Start up a business SME,How to Start a Buisness,Access bank loan /credit,Access to Banks,Women should be seen as nation builder,Successfully completed ,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:c2a1aa1f-a4ea-4c25-8b5b-ef28539d9213,109329010,c2a1aa1f-a4ea-4c25-8b5b-ef28539d9213,2023-02-15T12:35:40,2023-02-15T12:35:40,
2023-02-07T14:52:24.404Z,2023-02-13T16:04:38.832Z,2023-02-07T15:12:00.000Z,Western Area,1,0.996686637,Waterloo,Rural,Media,n/a,Female,Station Manager,Radio Lion Mountain,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Journalism,Very,Very,Very,Very,Very,Very,Very,Very,No,Male prejudice,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,n/a,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Not a Barrier,n/a,Yes,Illiteracy,Illiteracy,Mindset of Government officials,Mindset of Gov Offical,Culture not appropriate,Culturally Not Allowed,Women to get awareness raising sessions/adult literacy ,They will be more violated,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,This rights will promote and protect their rights,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,This will promote and protect them and become self reliance ,"Educational opportunities,",Education,Vocational training and skills training ,Vocational Training,Access to banks loan/ credit,Access to Banks,Women should know it's there right to access information in everything that concerning them,n/a,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:76096be9-cfda-4146-8b62-67973ccca92c,109329015,76096be9-cfda-4146-8b62-67973ccca92c,2023-02-15T12:35:41,2023-02-15T12:35:41,
2023-02-15T10:28:28.815Z,2023-02-15T11:22:28.107Z,2023-02-15T10:48:00.000Z,Bo,1,0.958208202,Bo Town ,Urban,NGO/International Community,n/a,Male,Youth Capacity Development Officer,Center for Advocacy and Sustainable Empowerment (CASE-Salone) ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Women in Leadership ,Very,Very,Very,Very,Very,Very,Very,Very,No,We have more men working for government than women. This has created the structural imbalance where men access more information on issues related to governance than Women.,Yes,n/a,Yes,n/a,Yes,n/a,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Large Barrier,Don't Know,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Not a Barrier,Small Barrier,None ,n/a,Don't know where to ask for information ,Don't Know Where to Ask,Fear of asking/reprisal for asking ,Fear of Asking,Mind set of government officials ,Mindset of Gov Offical,"1. Increase awareness among women for them to know that they have the right to access information

2. Sensitize pubic officials to share information with wonen",There ability to participate in decision making processes will be limited ,Very Important,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Women suffer discrimination the most in our society, and this is wide spread today. Therefore, allowing them to access information that will help them overcome this challenge will be important. Further, knowing how the justice system works in the country will help women to fearlessly defend their rights.
",Very Important,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Giving women vocational training is a more sustainable approach to helping them over economic challenges they are faced with, and this will be boosted by providing entrepreneurship opportunities for them. ","Anti discrimination and equality for women;



",Anti-Discrimination,Information on how to access information on entrepreneurship and skills training for women;,Vocational Training,Providing information on how women can get job opportunities.,Job Opportunities,Women have less access to information because they are they are few in the decision making processes in the country.,n/a,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:efc578a1-b29b-4edf-9986-840b1323902c,109356686,efc578a1-b29b-4edf-9986-840b1323902c,2023-02-15T15:43:10,2023-02-15T15:43:10,
2023-02-15T11:49:30.257Z,2023-02-15T12:35:09.265Z,2023-02-15T12:09:00.000Z,Bo,1,0.030888046,Bo Town,Urban,Government Official,n/a,Female,Assistant Admin,National Youth Commission,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Youth Capacity Building Trainings,Very,Very,Very,Very,Very,Very,Very,Very,No,Because of the society we are living,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,n/a,Not a Barrier,Small Barrier,Not a Barrier,Small Barrier,Small Barrier,Large Barrier,Not a Barrier,Large Barrier,Don't Know,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Not a Barrier,n/a,n/a,Fear of asking questions,Fear of Asking,Language,Language,Mind set,Mindset of Gov Offical,Increase awareness on women access to information,It will affect their development,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,It affects their holistic development,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,It will help them to be empowered,Access to Bank loans,Access to Banks,Educational opportunities,Education,Small medium Enterprise,How to Start a Buisness,n/a,n/a,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:7a37f5e9-8313-4342-8468-f39a69518f71,109356695,7a37f5e9-8313-4342-8468-f39a69518f71,2023-02-15T15:43:11,2023-02-15T15:43:11,
2023-02-15T09:59:25.204Z,2023-02-15T16:52:21.035Z,2023-02-15T13:10:00.000Z,Kallahun,1,0.158680049,Old Barak road,Rural,Government Official,n/a,Male,Line manager FSU,Sierra Leone police ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Very,Very,Very,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Yes,Equal opportunities are given to women as men ,Yes,n/a,Yes,n/a,Yes,n/a,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Safety concern,n/a,Illiteracy ,Illiteracy,Fear of asking ,Fear of Asking,Cultural ,Culturally Not Allowed,Culturally all women should be given the right to access information and education must be a priority to women and also sensitizing women and build confident in them ,It is a stagination to develop women they are denied with information ,Very Important,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Equal right is never achieve without given women all the above opportunities ,Very Important,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Because of economic opportunity ,Education ,Education,Technology training ,Vocational Training,Job opportunities ,Job Opportunities,We want to see women to be empower more in all the field ,n/a,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:0e8a7477-ff85-4584-9179-f4b3255492c9,109363351,0e8a7477-ff85-4584-9179-f4b3255492c9,2023-02-15T16:52:33,2023-02-15T16:52:33,
2023-02-10T12:27:14.059Z,2023-03-02T13:03:42.114Z,2023-02-10T13:07:00.000Z,Freetown,1,0.280688437,New England Ville,Urban,Government Official,n/a,Female,Assistant Director Labour and Employment.,Ministry of Labour and Social Security,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Labour administration,Somewhat,Somewhat,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,No,"Information can be accessed, but the attitude of public or civil servants can be unprofessional",Yes,n/a,Yes,n/a,Yes,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,Large Barrier,Small Barrier,Not a Barrier,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Not a Barrier,Small Barrier,Small Barrier,Small Barrier,n/a,Yes,Illiteracy,Illiteracy,Culturally not allowed,Culturally Not Allowed,Safety concerns,Safety Concerns,"Engage traditional rulers in rural areas mostly to embrace the relevancy in educating women, encourage and promote gender equality in all spheres of development.",I'll informed society and slow growth of development.,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Because they are all valuable.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Most important access to Banks and loans, this will help them to be able to access Banks and help them to be economically viable.",Access to Banks/loans,Access to Banks,Education,Education,How to start up a business.,How to Start a Buisness,The right of women in accessing information should be enforced and enacted.,Lack of confidence in giving name and phone number.,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:91495d2a-1563-4755-8532-91d60eed2ea4,110048558,91495d2a-1563-4755-8532-91d60eed2ea4,2023-03-02T13:10:32,2023-03-02T13:10:32,
2023-02-17T07:45:48.063Z,2023-02-17T08:23:09.155Z,2023-02-16T14:45:00.000Z,Kallahun,1,0.754381692,Masanta I section ,Rural,Government Official,n/a,Male,"Legal Aid Manager, Kailahun ",Legal Aid Sierra Leone ,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,Very,Very,Very,Very,Very,Very,Very,Very,Yes,To increase low awareness and due to ignorance ,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,Large Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Small Barrier,Not a Barrier,Small Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Large Barrier,Laziness or consider it not important as compared to their personal life.,n/a,Culture ,Culturally Not Allowed,Mind set of government officials ,Mindset of Gov Offical,Information not seen as important for women ,Other,"Sensitization programs for women.
To set groups where they can get direct information on their own.
To create them capacity building programs and motivation for woman.
","Create conflict in society. 
Keep the peace for the interest of the society.
Contribute to high illiteracy rate.
",Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Access to information will make women know their rights and further decrease ideology of ignorance drastically.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"It will empower them to be self reliance.
Reduce illiteracy rate.
Empowering women economically will contribute to fast National development.
",Educational opportunities ,Education,Vocational training ,Vocational Training,Social development funds/project opportunities ,Social Development Funds,Institution of learning material or items as support to women.,n/a,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:b3bb1240-4999-462d-871c-41085f5263a0,109438028,b3bb1240-4999-462d-871c-41085f5263a0,2023-02-17T12:08:33,2023-02-17T12:08:33,
2023-02-17T08:27:51.590Z,2023-02-17T09:03:06.581Z,2023-02-17T10:37:00.000Z,Kallahun,1,0.874006414,Kulila section ,Urban,Government Official,n/a,Male,District Integrated Service Manager ,Marie Stops office,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Very,Very,Very,Very,Very,Very,Very,Very,Yes,They are the primary contact persons for National and community service delivery most especially for our work description.,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,n/a,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Small Barrier,Not a Barrier,Not a Barrier,Small Barrier,Not a Barrier,Small Barrier,Not a Barrier,"Giving high positions to women in offices is of low rate
",n/a,Culture ,Culturally Not Allowed,Fear of asking ,Fear of Asking,Illiteracy ,Illiteracy,"There should be organization to be sensitizing women on daily bases on the importance of women accessing information.
Priority given to women on information accessing.
","Low development.
Increase of poverty in the society.
Poor Health environment.
",Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"If we must practice and truly implement the 50/50 agenda, then we should accept the above rights given to women.",Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,To foster peace and community development ,Educational opportunities ,Education,Social development funds/project opportunities ,Scholarships,Vocational training ,Vocational Training,"I think information is power. Hence there should be no barrier for women accessing information as far as National development is concerned.
Same so, there should be no limitations or discrimination of women to get direct information when demand for.",n/a,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:ea1177b6-857f-4567-b2de-e6252ae5da19,109438135,ea1177b6-857f-4567-b2de-e6252ae5da19,2023-02-17T12:12:08,2023-02-17T12:12:08,
2023-02-20T16:28:12.041Z,2023-02-20T17:00:22.186Z,2023-02-16T11:15:00.000Z,Kallahun,1,0.6310042,Tongoryama section ,Rural,Government Official,n/a,Male,Director human right ,Human right kailahun district ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Very,Very,Very,Somewhat,Very,Somewhat,Very,Very,Yes,Equity is for both men and women with gender sensitivity ,Yes,n/a,Yes,n/a,Yes,n/a,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Not a Barrier,Small Barrier,Small Barrier,Small Barrier,Neglect and discrimination ,n/a,Culturally not appropriate ,Culturally Not Allowed,Domestic duties ,Domestic Duties,Fear of asking ,Fear of Asking,Application of effective gender mistraining and continues visitation of the community ,Discrimination of women to get information ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Right to their own opinion and also to get more support and empowering of their rights ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Right to education and and the empowerment of their rights ,Educational opportunities ,Education,Social development funds ,Scholarships,Land or property ownership ,Land/Property Ownership,The survey is very important for women this can motivate them to know their rights ,Women have great right in this organization ,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:815902fe-a5ec-43c3-a4cd-6038f6644321,109538245,815902fe-a5ec-43c3-a4cd-6038f6644321,2023-02-20T17:00:36,2023-02-20T17:00:36,
2023-02-20T17:05:30.997Z,2023-02-20T17:26:56.147Z,2023-02-20T15:25:00.000Z,Kallahun,1,0.842285985,Old Barak Road ,Rural,NGO/International Community,n/a,Male,District Agriculture officer ,Ministry of Agriculture kailahun ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,Very,Very,Very,Very,Very,Very,Very,Very,Yes,Because of extension staff,Yes,n/a,Yes,n/a,Yes,n/a,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,Large Barrier,Not a Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,Men gain more position and neglect due to status ,n/a,Culture not appropriate ,Culturally Not Allowed,Getting to public offices due to distance ,Getting to Public Offices (Distance),Fear of asking ,Fear of Asking,Continues sensitization ,Social inclusion ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"These are fondamental right.
This means that culturally women will not get the right to information ",Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,By decision making and economic strength ,Access to Bank ,Access to Banks,Technical and skill training ,Vocational Training,Job opportunities ,Job Opportunities,"Information is development
Priority to women in all areas ",Encouragement given to women in the ministry.,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:287aa47b-6dd7-4db3-8f2d-99e3de67efcd,109539051,287aa47b-6dd7-4db3-8f2d-99e3de67efcd,2023-02-20T17:27:24,2023-02-20T17:27:24,
2023-02-17T16:38:47.361Z,2023-02-17T17:17:16.889Z,2023-02-17T16:59:00.000Z,Bombali,1,0.09477894,Yonie community ,Rural,Academic Professor,n/a,Female,M and E Officer,Justice for all,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Yes,n/a,Yes,n/a,Yes,n/a,Yes,n/a,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Noon ,Noon,Illiteracy ,Illiteracy,Cultural barrier,Culturally Not Allowed,Heavy domestic work ,Domestic Duties,Government need to poor more resources in sensitization ,The women will be disadvantageous position ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,We must do more to improve in this area of information ,Very Important,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,All this issues need to be prioritize,Educational opportunities ,Education,Job opportunities ,Job Opportunities,Bank Leon facilities ,Access to Banks,There is improvement and government needs to do more in that area ,Yes ,n/a,vzDogTF4K4rZB6rUJRhmkz,uuid:4439e10e-b7da-48fe-a1c8-f492f12b90b1,109691373,4439e10e-b7da-48fe-a1c8-f492f12b90b1,2023-02-23T15:59:29,2023-02-23T15:59:29,
